"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 300B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/218 of 2019 as.pdf?source=legislation";"Gopal Chinayya Shetty"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Substitution of new article for article 120)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/38 of 2020AS INTRO.pdf?source=legislation";"A. Ganeshamurthi"
"2021-12-03";"The Insurance Coverage for Ayurvedic Treatment Bill, 2021";"Lapsed";"29-03-2023";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/140 of 2021 AS INTRODUCED.pdf?source=legislation";"Girish Bhalchandra Bapat"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Amendment of article 39A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/89 of 2020 As Int....pdf?source=legislation";"Hibi Eden"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 26A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/287 of 2019 as.pdf?source=legislation";"Gourav Gogoi"
"2021-12-03";"The Air (Prevention and Control of Pollution) Amendment Bill, 2019 (Amendment of section 5, etc)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/336 of 2019 as.pdf?source=legislation";"Gourav Gogoi"
"2021-12-03";"The Supreme Court of India (Establishment of Circuit Benches at Ernakulam, Mumbai and Kolkata) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2020 As Int....pdf?source=legislation";"Hibi Eden"
"2021-12-03";"The Protection from Lynching Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2020As Int.pdf?source=legislation";"Shashi Tharoor"
"2021-12-03";"The Employment Agencies (Regulation) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/317 of 2019 as.pdf?source=legislation";"Shrirang Appa Barne"
"2021-12-03";"The Establishment of Permanent Benches of High Courts at State Capitals Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/254 of 2019As Int....pdf?source=legislation";"Shashi Tharoor"
"2021-12-03";"The National Sports Development Commission Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/269 of 2019 as.pdf?source=legislation";"Shrirang Appa Barne"
"2021-12-03";"The Data Privacy and Protection Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/341 of 2019As Int....pdf?source=legislation";"Shashi Tharoor"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion Of New Article 21B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/288 of 2019 as.pdf?source=legislation";"Janardan Singh Sigriwal"
"2021-12-03";"The Special Financial Assistance to the KBK-K Region of the State of Odisha Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2020 as introduced.pdf?source=legislation";"Saptagiri Sankar Ulaka"
"2021-12-03";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2019 (Amendment of the Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/301 of 2019 as.pdf?source=legislation";"Saptagiri Sankar Ulaka"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Amendment of articles 15 and 16)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 of 2020AS INTRO (1).pdf?source=legislation";"Shyam Singh Yadav"
"2021-12-03";"The Labour (Welfare and Rehabilitation) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 of 2020AS INTRO.pdf?source=legislation";"Shyam Singh Yadav"
"2021-12-03";"The National Commission for Welfare of Farmers Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/241 of 2019 as final .pdf?source=legislation";"Shyam Singh Yadav"
"2021-12-03";"The Prevention of Insults to National Honour (Amendment) Bill, 2020 (Amendment of section 2)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/18 of 2020AS INTRO.pdf?source=legislation";"Gopal Chinayya Shetty"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Amendment of article 312)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/13 of 2020AS INTRO.pdf?source=legislation";"Gopal Chinayya Shetty"
"2021-12-03";"The National Commission for Female Farmers Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/281 of 2019 as.pdf?source=legislation";"Shrirang Appa Barne"
"2021-12-03";"The Spices (Remunerative Support Price) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/314 of 2019As Int....pdf?source=legislation";"Dean Kuriakose"
"2021-12-03";"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2020 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/66 of 2020 As Int... (1).pdf?source=legislation";"E. T. Mohammed Basheer"
"2021-12-03";"The Artists Welfare Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/296 of 2019 As Int....pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Amendment of article 124, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/71 of 2020 As Int....pdf?source=legislation";"Thirumaa Valavan Thol"
"2021-12-03";"The Constitution (Amendment) Bill, 2021 (Amendment of article 55, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/89 of 2021 as.pdf?source=legislation";"Thirumaa Valavan Thol"
"2021-12-03";"The Fifth Schedule to the Constitution (Amendment) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/73 of 2020 As Int....pdf?source=legislation";"Thirumaa Valavan Thol"
"2021-12-03";"The Rights of Persons with Disabilities (Amendment) Bill, 2020 (Insertion of new section 18A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/68 of 2020 As Int...pdf?source=legislation";"Anto Antony"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Insertion of new article 14A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/25 of 2020AS INTRO.pdf?source=legislation";"Anto Antony"
"2021-12-03";"The Protection of Plants Varieties and Farmers��� Rights (Amendment) Bill, 2021 (Insertion of new secti";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/117 of 2021 as.pdf?source=legislation";"Thomas Chazhikadan"
"2021-12-03";"The Promotion of One Tree Per Child Norm Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/42 of 2020 AS INTRO.pdf?source=legislation";"T.N. Prathapan"
"2021-12-03";"The Constitution (Amendment) Bill, 2020 (Amendment of article 326)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/77 of 2020 As Int....pdf?source=legislation";"T.R. Paarivendhar"
"2021-12-03";"The Parliamentary Constituency (Lok Sabha) Development Fund Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/109 of 2020 As Int....pdf?source=legislation";"T.R. Paarivendhar"
"2021-12-03";"The Population Regulation Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/64 of 2020 As Int....pdf?source=legislation";"Alok Kumar Suman"
"2021-12-03";"The Flood and Drought Control Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/236 of 2019 As Int....pdf?source=legislation";"Alok Kumar Suman"
"2021-12-03";"The Employment Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/45 of 2020AS INTRO (1).pdf?source=legislation";"Alok Kumar Suman"
"2021-12-03";"The Anganwadi Workers (Regularisation of Service and Welfare) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/82 of 2020 As Int....pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2021-12-03";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2019 (Amendment of section 22, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/321 of 2019AS Int....pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2021-12-03";"The Unemployed Youth (Allowance and Employment Opportunities) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/330 of 2019As Int....pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2021-12-03";"The Orphan and Street Children (Welfare) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/65 of 2020 As Int....pdf?source=legislation";"Geetha Viswanath Vanga"
"2021-12-03";"The Complete Prohibition of Light Fishing and Protection of Development of Traditional Fishing Technique in Coastal Areas Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/315 of 2019 as.pdf?source=legislation";"Vinayak Bhaurao Raut"
"2021-12-03";"The Horticulture Crops, Fresh Water Crops and Saline Water Crops in Coastal Areas (Minimum Support Price) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/62 of 2020 As Int....pdf?source=legislation";"Vinayak Bhaurao Raut"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Seventh Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/323 of 2019 as.pdf?source=legislation";"Vishnu Dayal Ram"
"2021-12-03";"The Population Control Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/272 of 2019 as.pdf?source=legislation";"Vishnu Dayal Ram"
"2021-12-03";"The Prohibition of Child Marriage (Amendment) Bill, 2019 (Amendment of section 2)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/238 of 2019 as.pdf?source=legislation";"Vishnu Dayal Ram"
"2021-12-03";"The Special Financial Assistance to the State of West Bengal Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2019 as.pdf?source=legislation";"Adhir Ranjan Chowdhury"
"2021-12-03";"The Doubtful Voters in the State of Assam (Special Provisions) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2020As Int....pdf?source=legislation";"Abdul Khaleque"
"2021-12-03";"The Code of Criminal Procedure (Amendment) Bill, 2021 (Amendment of sections 41 and 309)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/29 of 2021 AS.pdf?source=legislation";"Anubhav Mohanty"
"2021-12-03";"The Prevention of Cruelty to Animals (Amendment) Bill, 2021 (Amendment of section 11)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/35 of 2021- AS.pdf?source=legislation";"Anubhav Mohanty"
"2021-12-03";"The Protection of Children from Sexual Offences(Amendment) Bill, 2021 (Amendment of section 11)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2021 AS.pdf?source=legislation";"Anubhav Mohanty"
"2021-12-03";"The Indian Evidence (Amendment) Bill, 2021 (Insertion of new section 114AA)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2021 as.pdf?source=legislation";"D. Ravikumar"
"2021-12-03";"The Financial Assistance to State Governments for Development of Slums and Jhuggi-Jhopri Areas Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/306 of 2019 as.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2021-12-03";"The Working Women (Basic Facilities and Welfare) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/274 of 2019 as.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2021-12-03";"The Special Drinking Water and Irrigation Development Fund (For Dark Zone Areas) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/255 of 2019As Int....pdf?source=legislation";"Devji Patel"
"2021-12-03";"The Cotton Growers (Welfare) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/359 of 2019As Int....pdf?source=legislation";"Sambhajirao Mane Dhairyasheel"
"2021-12-03";"The Prevention of Torture and Atrocities (By Public Servants) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/312 of 2019As Int....pdf?source=legislation";"Dean Kuriakose"
"2021-12-03";"The Payment of Compensation to Victims of Wildlife Encounters Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48 of 2021 AS.pdf?source=legislation";"Dean Kuriakose"
"2021-12-03";"The Establishment of Schools upto Senior Secondary Level Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/235 of 2019As Int....pdf?source=legislation";"Sunil Kumar Singh"
"2021-12-03";"The National Tourism (Sustainable Development and Promotion) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/58 of 2019 as.pdf?source=legislation";"Sunil Kumar Singh"
"2021-12-03";"The Prevention of Begging Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/276 of 2019As Int....pdf?source=legislation";"Sunil Kumar Singh"
"2021-12-03";"The Representation of the People (Amendment) Bill, 2021 (Amendment of section 62)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/108 of 2021 as.pdf?source=legislation";"D. Ravikumar"
"2021-12-03";"The Constitution (Amendment) Bill, 2021 (Substitution of new article for article 129, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 of 2021 As.pdf?source=legislation";"D. Ravikumar"
"2021-12-03";"The Representation of the People (Amendment) Bill, 2019 (Amendment of section 62)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/304 of 2019AS INTRO.pdf?source=legislation";"Sushil Kumar Singh"
"2021-12-03";"The Population (Control and Management) Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/136 of 2021 as introduced.pdf?source=legislation";"Bhola Singh"
"2021-12-03";"The Management and Control of Stubble Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/142 of 2021 as intro revised.pdf?source=legislation";"Bhola Singh"
"2021-12-03";"The Pre-Legislative Consultation Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/337 of 2019 as.pdf?source=legislation";"Supriya Sule"
"2021-12-03";"The Right to Disconnect Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/248 of 2019 as.pdf?source=legislation";"Supriya Sule"
"2021-12-03";"The Whistleblowers in Private Sector (Protection) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/39 of 2020 AS INTRO.pdf?source=legislation";"Supriya Sule"
"2021-12-03";"The Religious Conversion (Prohibition) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/251 of 2019 as.pdf?source=legislation";"Bhartruhari Mahtab"
"2021-12-03";"The Indian Penal Code (Amendment) Bill, 2019 (Substitution of new section for section 124A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/265 of 2019 as.pdf?source=legislation";"Bhartruhari Mahtab"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 14A, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/290 of 2019 as.pdf?source=legislation";"Bhartruhari Mahtab"
"2021-12-03";"The Constitution (Amendment) Bill, 2020(Amendment of article 21A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/58 of 2020 As Int....pdf?source=legislation";"Sushil Kumar Singh"
"2021-12-03";"The Population (Stabilization and Planning ) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/270 of 2019 as.pdf?source=legislation";"Sushil Kumar Singh"
"2021-12-03";"The Wild Life (Protection) Amendment Bill, 2019 (Amendment of sections 2 and 9)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/352 of 2019As Int....pdf?source=legislation";"Sambhajirao Mane Dhairyasheel"
"2021-12-03";"The Youth (Development and Welfare) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/279 of 2019 as.pdf?source=legislation";"Nishikant Dubey"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Seventh Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/300 of 2019As Int....pdf?source=legislation";"Sambhajirao Mane Dhairyasheel"
"2021-12-03";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2019 (Amendment of Schedule 1)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/243 of 2019 as.pdf?source=legislation";"Rama Devi"
"2021-12-03";"The Promotion of Sanskrit Language Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/252 of 2019 as.pdf?source=legislation";"Rajendra Agrawal"
"2021-12-03";"The Paternity Benefit Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/305 o 2019 as.pdf?source=legislation";"S. Jothimani"
"2021-12-03";"The Mental Healthcare (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/340 of 2019As Int....pdf?source=legislation";"Rajiv Pratap Rudy"
"2021-12-03";"The Wild Life (Protection) Amendment Bill, 2019 (Insertion of new sections 28A, 28B, 28C, 28D and 28E)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/324 of 2019As Int....pdf?source=legislation";"Rajiv Pratap Rudy"
"2021-12-03";"The Intelligence Service (Powers and Regulation) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/249 of 2019 as.pdf?source=legislation";"Manish Tewari"
"2021-12-03";"The Constitution (Amendment) Bill, 2021 (Amendment of article 80, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/51 of 2021 as introduced.pdf?source=legislation";"Manish Tewari"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Tenth Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/289 of 2019 as.pdf?source=legislation";"Manish Tewari"
"2021-12-03";"The Representation of the People (Amendment) Bill, 2021 (Substitution of new section for section 61)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/139 of 2021 As Introduced.pdf?source=legislation";"M. K. Raghavan"
"2021-12-03";"The Ambulance Drivers and Helpers (Welfare) Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/137 of 2021 as.pdf?source=legislation";"M. K. Raghavan"
"2021-12-03";"The Representation of the People (Amendment) Bill, 2019 (Insertion of new section 127B)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/322 of 2019 as.pdf?source=legislation";"Lavu Sri Krishna Devarayalu"
"2021-12-03";"The National Commission for Female Farmers Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/268 of 2019 as.pdf?source=legislation";"Rama Devi"
"2021-12-03";"The Compulsory Voting Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/247 of 2019 as.pdf?source=legislation";"Krupal Balaji Tumane"
"2021-12-03";"The National Waste Management Council Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/80 of 2020 As Int....pdf?source=legislation";"Ramapati Ram Tripathi"
"2021-12-03";"The Rural Labour (Welfare) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/86 of 2020 As Int....pdf?source=legislation";"Ramapati Ram Tripathi"
"2021-12-03";"The Indian Easements (Amendment) Bill, 2019 (Amendment of section 15, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/307 of 2019 as.pdf?source=legislation";"Lavu Sri Krishna Devarayalu"
"2021-12-03";"The Compulsory Teaching of Bhagavad Gita as a Moral Education Text Book in Educational Institutions Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/230 of 2019 as.pdf?source=legislation";"Ramesh Bidhuri"
"2021-12-03";"The Financial Assistance to Unemployed Post-Graduates Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/216 of 2019 as.pdf?source=legislation";"Ramesh Bidhuri"
"2021-12-03";"The Antiquities and Art Treasures (Amendment) Bill, 2019 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/258 of 2019 as.pdf?source=legislation";"Lavu Sri Krishna Devarayalu"
"2021-12-03";"The Reservation of Posts in Government Establishments of Andaman and Nicobar Islands Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/240 of 2019 as.pdf?source=legislation";"Kuldeep Rai Sharma"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 239C)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/286 of 2019 as.pdf?source=legislation";"Kuldeep Rai Sharma"
"2021-12-03";"The Compulsory Sports and Physical Education and Infrastructure Development in Schools of Andaman and Nicobar Islands Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/335 of 2019 as.pdf?source=legislation";"Kuldeep Rai Sharma"
"2021-12-03";"The Uniform Civil Code Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/266 of 2019 as.pdf?source=legislation";"Krupal Balaji Tumane"
"2021-12-03";"The National Pilgrimage Fund Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/350 of 2019 as.pdf?source=legislation";"Rajendra Agrawal"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 123A)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/318 of 2019 as.pdf?source=legislation";"Rajendra Agrawal"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 47A,etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/295 of 2019 as.pdf?source=legislation";"M.K. Vishnu Prasad"
"2021-12-03";"The Wildlife Corridors Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/298 of 2019 as.pdf?source=legislation";"Rahul Ramesh Shewale"
"2021-12-03";"The Delhi Prevention of Sealing Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/355 of 2019As Int....pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2021-12-03";"The Disqualification of Persons of Foreign Origin Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/349 of 2019As Int....pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2021-12-03";"The Food Safety and Standards (Amendment) Bill, 2019 (Amendment of section 50, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/319 of 2019As Int....pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2021-12-03";"The ASHA Workers (Regularisation of Service and Other Benefits) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/17 of 2020 AS INTRO.pdf?source=legislation";"N.K.Premachandran"
"2021-12-03";"The House of the People (Administration) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/222 of 2019 as.pdf?source=legislation";"N.K.Premachandran"
"2021-12-03";"The Citizenship (Amendment) Bill, 2020 (Amendment of section 2, etc.)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 of 2020As Int....pdf?source=legislation";"N.K.Premachandran"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of article 12)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/253 of 2019 as.pdf?source=legislation";"P.P. Chaudhary"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of article 16)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/263 of 2019 as.pdf?source=legislation";"P.P. Chaudhary"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Seventh Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/262 of 2019 as.pdf?source=legislation";"P.P. Chaudhary"
"2021-12-03";"The Protection of Farmers Families Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/244 of 2019 as final.pdf?source=legislation";"Nishikant Dubey"
"2021-12-03";"The Dual Time Zones Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/19 of 2020AS INTRO.pdf?source=legislation";"Pradyut Bordoloi"
"2021-12-03";"The Holy City of Deoghar (Preservation of Cultural Heritage) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/356 of 2019 as.pdf?source=legislation";"Nishikant Dubey"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Eighth Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/291 of 2019 as.pdf?source=legislation";"Pushpendra Singh Chandel"
"2021-12-03";"The High Court at Allahabad (Establishment of a Permanent Bench at Mahoba) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/320 of 2019 as.pdf?source=legislation";"Pushpendra Singh Chandel"
"2021-12-03";"The Special Infrastructure Development in Economically Backward Regions Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/260 of 2019 as.pdf?source=legislation";"Pushpendra Singh Chandel"
"2021-12-03";"The Rights of Persons with Disabilities (Amendment) Bill, 2021 (Amendment of the Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/28 of 2021 AS.pdf?source=legislation";"Mohammad Jawed"
"2021-12-03";"The Prevention of Cruelty to Animals (Amendment) Bill, 2021 (Amendment of section 11)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3 of 2021 AS INTRO.pdf?source=legislation";"Mohammad Jawed"
"2021-12-03";"The Compulsory Installation of Solar Plants Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/12 of 2021 AS INTRO.pdf?source=legislation";"Mohammad Jawed"
"2021-12-03";"The Supreme Court of India (Establishment of a Permanent Bench at Chennai) Bill, 2020";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2020 as.pdf?source=legislation";"M.K. Vishnu Prasad"
